Open Time,Open Price,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Close Return
1599969600000,0.8,0.8005,0.7699,0.78,354228.0,1599983999999,277031.689583,2084,168633.2,131778.4,-0.025
1599984000000,0.7825,0.7866,0.6725,0.6786,1612939.9,1599998399999,1167485.513471,9703,767398.0,556338.4,-0.13
1599998400000,0.6791,0.7131,0.6666,0.6799,569053.9,1600012799999,392777.674049,3208,250316.3,172967.9,0.00191571
1600012800000,0.677,0.7174,0.6534,0.7028,556744.8,1600027199999,377913.109064,3354,289652.3,196694.4,0.03368142
1600027200000,0.7022,0.725,0.6913,0.7064,284196.0,1600041599999,199664.471552,1987,148642.2,104489.3,0.00512237
1600041600000,0.7082,0.7138,0.6626,0.6831,333072.6,1600055999999,226676.579612,2162,162726.2,110219.2,-0.03298414
1600056000000,0.6831,0.6865,0.6672,0.6833,348562.8,1600070399999,235187.314597,1936,140005.0,94575.3,0.00029278
1600070400000,0.6814,0.6858,0.629,0.6515,1148823.0,1600084799999,744568.19475,4157,684993.9,444747.4,-0.04653886
1600084800000,0.6513,0.6888,0.6437,0.6723,821521.8,1600099199999,549398.283938,3177,309192.2,207087.3,0.03192632
1600099200000,0.6728,0.6728,0.6309,0.6424,885409.7,1600113599999,574612.419319,3714,380800.8,247168.5,-0.04447419
1600113600000,0.6413,0.6665,0.6321,0.6429,873603.4,1600127999999,567086.100084,3206,460915.4,299021.2,0.00077833
1600128000000,0.6429,0.6486,0.6098,0.6417,870557.2,1600142399999,550231.413186,4678,322043.0,203704.0,-0.00186654
1600142400000,0.6418,0.65,0.6157,0.6222,775612.6,1600156799999,488784.566799,4234,335530.7,211458.1,-0.03038803
1600156800000,0.624,0.6339,0.5966,0.6136,679615.2,1600171199999,413698.89176,3609,310913.2,189409.5,-0.01382192
1600171200000,0.6137,0.6206,0.5522,0.5688,820806.9,1600185599999,474593.272574,3883,346532.3,200652.5,-0.07301173
1600185600000,0.5673,0.5877,0.5631,0.5660000000000001,652196.4,1600199999999,374194.369673,1808,425306.2,244042.9,-0.00492264
1600200000000,0.5657,0.6014,0.5265,0.5823,1009724.3,1600214399999,566714.62815,4471,502540.9,282853.6,0.02879859
1600214400000,0.5814,0.6429,0.54,0.6171,1746297.6,1600228799999,1021396.398185,6946,784558.7,459825.3,0.05976301
1600228800000,0.6158,0.6283,0.5927,0.6159,815468.2,1600243199999,496213.686195,3333,319620.1,194504.2,-0.00194458
1600243200000,0.6128,0.6263,0.54,0.5469,1110746.9,1600257599999,637973.6776020001,4017,574288.6,330230.8,-0.11203117
1600257600000,0.5483,0.5947,0.542,0.591,743713.7,1600271999999,424220.477697,2997,380624.8,216465.3,0.08063631
1600272000000,0.5918,0.5993,0.5694,0.5934,492436.8,1600286399999,288715.60691,1998,210289.4,123251.6,0.00406091
1600286400000,0.5934,0.607,0.57,0.5920000000000001,738670.7,1600300799999,433489.736464,3144,267257.8,156436.4,-0.00235929
1600300800000,0.5914,0.61,0.5351,0.5379999999999999,1233762.9,1600315199999,707259.520627,5208,608772.4,347925.1,-0.09121622
1600315200000,0.5355,0.5422,0.4844,0.49,2060903.2,1600329599999,1065319.814063,7074,872402.7,448808.2,-0.08921933
1600329600000,0.4916,0.5299,0.4825,0.4858,890625.5,1600343999999,435801.729623,2956,378173.8,185323.8,-0.00857143
1600344000000,0.4856,0.4948,0.4609,0.4889,1583196.1,1600358399999,758896.25085,5108,780979.3,374417.1,0.00638123
1600358400000,0.4889,0.52,0.485,0.5098,1026878.3,1600372799999,515180.675061,2737,512681.8,258078.7,0.04274903
1600372800000,0.5118,0.525,0.5047,0.5171,402769.7,1600387199999,207253.552947,1173,216749.2,111666.7,0.01431934
1600387200000,0.5145,0.5391,0.4981,0.5185,489686.6,1600401599999,249340.092667,1656,254382.0,129675.6,0.00270741
1600401600000,0.5182,0.5333,0.5048,0.5283,585741.9,1600415999999,305474.352325,1812,264242.9,138021.8,0.01890068
1600416000000,0.5304,0.551,0.5172,0.539,734258.8,1600430399999,395246.528683,2154,368155.0,198010.8,0.02025364
1600430400000,0.5409,0.5499,0.5079,0.5201,651190.3,1600444799999,345055.384443,2033,305415.8,162363.8,-0.03506494
1600444800000,0.5197,0.5348,0.5045,0.52,617153.1,1600459199999,319286.55587800004,1846,303523.5,156726.9,-0.00019227
1600459200000,0.52,0.5348,0.509,0.5241,261332.0,1600473599999,135789.91208,801,120338.5,62595.7,0.00788462
1600473600000,0.5239,0.531,0.5137,0.517,261829.4,1600487999999,136385.492821,799,117402.1,61224.6,-0.01354703
1600488000000,0.5157,0.5209,0.4975,0.4982,395698.0,1600502399999,202512.651346,1344,203415.5,104319.9,-0.03636364
1600502400000,0.4982,0.5047,0.4766,0.5022,671442.7,1600516799999,330525.50313800003,1777,316693.8,155902.1,0.0080289
1600516800000,0.5024,0.5165,0.4973,0.5018,354254.1,1600531199999,179343.08588,1144,164960.4,83503.0,-0.0007965
1600531200000,0.501,0.5091,0.4801,0.4855,485025.8,1600545599999,238883.926343,1411,224290.2,110552.0,-0.03248306
1600545600000,0.4855,0.4973,0.476,0.4916,268614.8,1600559999999,131859.670509,860,123623.9,60832.6,0.01256437
1600560000000,0.4933,0.4974,0.4845,0.4863,116147.8,1600574399999,56896.260758,350,43705.6,21394.3,-0.01078112
1600574400000,0.4885,0.495,0.4851,0.4924,174360.1,1600588799999,85246.85960299999,484,94301.1,46177.3,0.0125437
1600588800000,0.4946,0.525,0.493,0.5177,445172.6,1600603199999,227630.513094,1356,235743.8,120802.9,0.05138099
1600603200000,0.5173,0.5173,0.4633,0.4693,992224.9,1600617599999,473816.401515,2818,369040.9,177192.9,-0.09349044
1600617600000,0.4675,0.4729,0.435,0.4529,1038724.7,1600631999999,471378.538233,3027,463996.5,210398.8,-0.03494566
1600632000000,0.4515,0.4562,0.4389,0.4515,277472.4,1600646399999,124185.640215,909,103413.1,46294.4,-0.00309119
1600646400000,0.4529999999999999,0.46,0.446,0.4544,466305.0,1600660799999,211805.052242,1258,147584.4,67199.0,0.00642303
1600660800000,0.4543,0.4577,0.4123,0.4133,1172810.9,1600675199999,507883.909486,3152,420845.6,182594.1,-0.09044894
1600675200000,0.4161,0.4174,0.3428,0.3709,3664302.2,1600689599999,1372591.322219,9412,1841647.2,692147.1,-0.10258892
1600689600000,0.3685,0.385,0.3224,0.3549,4306957.5,1600703999999,1510614.579734,11154,1798417.4,632951.1,-0.04313831
1600704000000,0.354,0.38,0.3485,0.3799,1314046.3,1600718399999,473089.384151,3797,623693.1,225146.1,0.07044238
1600718400000,0.3799,0.42,0.3767,0.3844,981535.2,1600732799999,382399.721428,2652,437662.1,170907.2,0.01184522
1600732800000,0.3844,0.4098,0.3754,0.3888,520887.0,1600747199999,204819.714091,1614,209047.2,82272.8,0.01144641
1600747200000,0.395,0.4046,0.36,0.36,983290.9,1600761599999,379768.607015,2553,381865.1,148807.3,-0.07407407
1600761600000,0.3601,0.3971,0.3601,0.3876,702591.7,1600775999999,265636.802731,1914,331854.4,124811.9,0.07666667
1600776000000,0.3862,0.42,0.382,0.3999,1224863.8,1600790399999,491872.08075,3437,573420.3,230716.2,0.03173375
1600790400000,0.3999,0.4198,0.3911,0.3956,1117251.8,1600804799999,453331.76468,4211,485749.7,197746.9,-0.01075269
1600804800000,0.3959,0.4198,0.3829999999999999,0.3892,332069.8,1600819199999,130621.559423,1725,120745.1,48066.7,-0.01617796
1600819200000,0.3892,0.3924,0.3731,0.3768,402583.4,1600833599999,153960.960735,1591,198103.6,75840.6,-0.03186023
1600833600000,0.3759,0.3786,0.3486,0.3577,952174.5,1600847999999,344208.244079,1979,401719.9,144742.4,-0.05069002
1600848000000,0.3585,0.3703,0.3542,0.3642,318634.0,1600862399999,115493.365441,747,141123.4,51306.9,0.01817165
1600862400000,0.3652,0.3828,0.3602,0.3622,650145.2,1600876799999,242208.34670100003,1424,200844.9,74684.8,-0.00549149
1600876800000,0.3613,0.3866,0.3466,0.3508,928537.4,1600891199999,341875.445516,2316,468142.1,172481.5,-0.03147432
1600891200000,0.3509,0.38,0.3301,0.3389,961668.2,1600905599999,335181.142848,2221,498722.9,173871.8,-0.03392246
1600905600000,0.3399,0.38,0.3302,0.3383,855940.7,1600919999999,289513.181682,1544,247865.9,83959.4,-0.00177043
1600920000000,0.3394,0.3548,0.3296,0.3518,666884.1,1600934399999,226298.559441,1204,340349.6,115480.0,0.03990541
1600934400000,0.3537,0.37,0.3416,0.37,914220.9,1600948799999,324266.497273,1604,504768.2,179183.6,0.05173394
1600948800000,0.3696,0.395,0.3527,0.3807,1659289.6,1600963199999,619315.06003,2740,809796.6,301677.6,0.02891892
1600963200000,0.3832,0.3983,0.3804,0.3934,765570.7,1600977599999,298855.996867,1377,412570.2,161159.3,0.0333596
1600977600000,0.3929999999999999,0.4053,0.3908,0.3974,854579.3,1600991999999,339872.862406,1350,487488.4,193956.2,0.01016777
1600992000000,0.3979999999999999,0.4188,0.3955,0.4028,769953.4,1601006399999,313174.667481,2122,434976.4,176795.8,0.01358832
1601006400000,0.4011,0.4072,0.3875,0.4012,315083.8,1601020799999,125286.72652,1277,115561.6,46176.9,-0.00397219
1601020800000,0.3982,0.3982,0.3824,0.3944,403945.0,1601035199999,157838.345625,1766,230935.0,90342.1,-0.01694915
1601035200000,0.3936,0.4064,0.3828,0.4059,372260.5,1601049599999,146460.564175,973,196278.7,77269.8,0.02915822
1601049600000,0.4059,0.4665,0.3941,0.4628,1698710.3,1601063999999,731331.979077,3898,575445.9,245045.1,0.14018231
1601064000000,0.4662,0.4933,0.4528,0.4844,998919.3,1601078399999,468826.051854,1859,398850.0,186437.5,0.04667243
1601078400000,0.4845,0.4888,0.4664,0.4707,393496.2,1601092799999,187002.334315,1208,226326.0,107463.3,-0.02828241
1601092800000,0.4707,0.485,0.4606,0.4637,570099.4,1601107199999,268488.474478,1802,234222.6,110385.8,-0.01487147
1601107200000,0.4652,0.4878,0.4568,0.4716,422640.9,1601121599999,198314.875152,1831,211534.2,99227.1,0.01703688
1601121600000,0.4701,0.4718,0.447,0.4669,358495.6,1601135999999,165125.973846,1563,211094.2,97291.2,-0.00996607
1601136000000,0.4669,0.4924,0.4602,0.4818,556822.0,1601150399999,266708.23688000004,2109,206556.5,98886.4,0.03191262
1601150400000,0.4817,0.5348,0.4779,0.5288,656907.6,1601164799999,329159.627838,2271,309439.2,154389.8,0.09755085
1601164800000,0.5304,0.57,0.5304,0.5441,498792.8,1601179199999,276284.916552,1421,200667.3,111086.6,0.02893343
1601179200000,0.5441,0.5746,0.5361,0.5429999999999999,919463.4,1601193599999,508472.152506,2600,477390.3,264361.6,-0.00202169
1601193600000,0.5429999999999999,0.5539999999999999,0.5083,0.514,878640.1,1601207999999,460942.792852,2773,348065.9,182905.3,-0.053407
1601208000000,0.5139,0.5494,0.5,0.5411,1147723.1,1601222399999,610352.760996,4125,517345.7,275332.2,0.05272374
1601222400000,0.5398,0.6195,0.5262,0.5941,1560887.1,1601236799999,871975.2630690002,3534,735397.7,410773.1,0.09794862
1601236800000,0.5937,0.6365,0.5709,0.6316,1456892.7,1601251199999,881407.391992,3286,775936.3,472959.6,0.06312069
1601251200000,0.6314,0.6323,0.58,0.5871,820338.5,1601265599999,494690.413108,3341,352290.8,212837.7,-0.07045598
1601265600000,0.5884,0.6363,0.5804,0.5907,888444.2,1601279999999,536144.273087,2580,490257.6,295275.7,0.00613183
1601280000000,0.5907,0.5955,0.57,0.5826,963068.2,1601294399999,559613.6178199999,3411,472605.2,274619.1,-0.01371254
1601294400000,0.5836,0.62,0.5817,0.5911,1128529.8,1601308799999,679967.7587939999,3812,487436.2,293735.7,0.01458977
1601308800000,0.5958,0.5962,0.5714,0.586,691365.7,1601323199999,405094.428908,2802,244591.5,143482.4,-0.00862798
1601323200000,0.5868,0.5895,0.5404,0.5537,653334.6,1601337599999,368924.057051,2882,296104.8,167289.1,-0.05511945
1601337600000,0.5539,0.5641,0.5399,0.5598,644706.0,1601351999999,355573.777462,2324,374837.2,206588.9,0.0110167999999999
1601352000000,0.5598,0.5809,0.5426,0.5725,632145.7,1601366399999,353383.046481,2251,231994.5,129927.9,0.02268667
1601366400000,0.5711,0.5711,0.5548,0.5577,540198.6,1601380799999,302976.016119,1663,324051.4,181729.6,-0.02585153
1601380800000,0.5583,0.5596,0.5319,0.5346,546012.3,1601395199999,297776.449007,2204,224216.8,122406.1,-0.04142012
1601395200000,0.5346,0.5347,0.5042,0.5088,1279036.1,1601409599999,656914.080078,3844,647230.9,332955.2,-0.04826038
1601409600000,0.5091,0.5316,0.5091,0.531,545884.0,1601423999999,284505.231662,994,246009.6,128470.5,0.04363208
1601424000000,0.5308,0.5315,0.4898,0.4996,1175092.1,1601438399999,598886.091512,2775,469403.1,239450.8,-0.05913371
1601438400000,0.4984,0.5011,0.4871,0.4877,746137.6,1601452799999,368599.025994,1697,408481.8,201801.0,-0.02381906
1601452800000,0.4877,0.4893,0.4674,0.4674,1000169.8,1601467199999,475953.021064,2606,408852.9,194450.0,-0.04162395
1601467200000,0.467,0.4945,0.4625,0.4896,1106397.3,1601481599999,531544.338812,5600,653764.4,314387.2,0.04749679
1601481600000,0.4896,0.4943,0.4772,0.4806,468689.3,1601495999999,227525.41892,3485,170974.1,83176.6,-0.01838235
1601496000000,0.4805,0.5061,0.48,0.4848,733515.4,1601510399999,361224.20733,1866,362351.8,178215.4,0.00873908
1601510400000,0.487,0.5268,0.4848,0.5198,984936.1,1601524799999,502665.949632,2965,448532.6,228320.4,0.07219472
1601524800000,0.5198,0.536,0.519,0.5294,485640.5,1601539199999,255983.186991,1437,236925.8,125109.6,0.01846864
1601539200000,0.5293,0.5467,0.5239,0.5437,748546.2,1601553599999,399291.452213,2811,403255.2,215298.3,0.02701171
1601553600000,0.5439,0.5439,0.4972,0.5049,600232.8,1601567999999,313700.703563,1934,214029.6,112439.7,-0.07136288
1601568000000,0.5018,0.5018,0.4566,0.483,2004918.8,1601582399999,961188.224522,5347,981099.5,470296.1,-0.04337493
1601582400000,0.484,0.484,0.466,0.4827,763222.6,1601596799999,362019.585739,1653,400713.0,190005.2,-0.00062112
1601596800000,0.4836,0.4871,0.4573,0.4749,1045284.4,1601611199999,488891.092071,2225,562827.1,263113.0,-0.01615911
1601611200000,0.4757,0.4786,0.4254,0.4335,1537377.0,1601625599999,679933.0164130001,3183,785466.8,347001.9,-0.08717625
1601625600000,0.433,0.4342,0.4039999999999999,0.4270000000000001,973760.7,1601639999999,407877.578785,2537,368886.7,154639.3,-0.01499423
1601640000000,0.4244,0.4529999999999999,0.4211,0.4479999999999999,983669.9,1601654399999,431928.092982,3583,401549.5,176431.1,0.04918033
1601654400000,0.4479999999999999,0.4696,0.4417,0.4629,486979.6,1601668799999,221738.976928,1506,186872.4,85210.6,0.03325893
1601668800000,0.4629,0.471,0.4475,0.4573,261561.6,1601683199999,119819.331692,1073,133466.2,61268.0,-0.01209765
1601683200000,0.4589999999999999,0.474,0.4536,0.4738,338016.8,1601697599999,156314.249292,1121,147030.8,68104.3,0.03608135
1601697600000,0.4737,0.4999,0.47,0.4841,784790.7,1601711999999,379991.695747,1788,340122.3,164587.9,0.02173913
1601712000000,0.4841,0.494,0.4791,0.4807,1249794.2,1601726399999,607871.018139,2965,497858.6,242279.6,-0.00702334
1601726400000,0.4807,0.495,0.4612,0.4873,633859.4,1601740799999,301331.747683,2166,284310.0,135241.4,0.01372998
1601740800000,0.4873,0.4928,0.482,0.4842,322713.0,1601755199999,157197.779636,1207,143285.9,69788.9,-0.00636158
1601755200000,0.4839,0.4846,0.4583,0.4592,407690.5,1601769599999,190794.136312,1566,220496.1,103002.2,-0.05163156
1601769600000,0.4566,0.4623,0.4384,0.4391,563958.6,1601783999999,253623.141375,1998,301890.4,135516.0,-0.04377178
1601784000000,0.4391,0.46,0.439,0.4566,475656.5,1601798399999,212800.765149,1385,276742.8,123579.5,0.03985425
1601798400000,0.4567,0.4586,0.431,0.4414,400893.8,1601812799999,176128.16431400005,1171,227227.8,99543.3,-0.03328953
1601812800000,0.439,0.4499,0.4335,0.4355,259308.8,1601827199999,114524.429149,893,138529.5,61159.3,-0.01336656
1601827200000,0.4355,0.4572,0.4311,0.4542,420223.2,1601841599999,187577.699008,996,137029.1,61095.8,0.04293915
1601841600000,0.4544,0.4555,0.449,0.4543,96841.5,1601855999999,43775.659895,564,67641.7,30577.4,0.00022017
1601856000000,0.4543,0.47,0.4543,0.4579999999999999,364107.2,1601870399999,168378.214657,1008,184680.9,85604.9,0.0081444
1601870400000,0.4579999999999999,0.4579999999999999,0.4375,0.444,226281.2,1601884799999,101644.881653,1020,100148.3,45123.7,-0.03056769
1601884800000,0.4427,0.446,0.4379,0.4379999999999999,238203.1,1601899199999,105235.995136,919,122581.0,54187.3,-0.01351351
1601899200000,0.4379,0.4525,0.4241,0.4266,771368.5,1601913599999,334695.144119,1722,235563.0,102439.0,-0.0260274
1601913600000,0.4285,0.4343,0.4183,0.4239,375387.2,1601927999999,160664.359436,879,221871.7,94939.2,-0.00632911
1601928000000,0.4261,0.4263,0.4083,0.4113,636941.6,1601942399999,265870.823166,1378,237550.7,99082.8,-0.02972399
1601942400000,0.4116,0.4138,0.3966,0.4065,316648.1,1601956799999,127485.871867,789,154740.2,62232.7,-0.01167031
1601956800000,0.4058,0.4104,0.3585,0.3744,1199615.4,1601971199999,457506.336403,2849,394723.2,152183.6,-0.07896679
1601971200000,0.3743,0.3834,0.35,0.3593,1689462.1,1601985599999,613692.677306,3885,688206.1,250798.0,-0.0403312
1601985600000,0.3588,0.3889,0.3531,0.3865,1819696.9,1601999999999,681789.176111,4046,1079939.1,404245.9,0.07570276
1602000000000,0.3865,0.3911,0.3673,0.376,736404.6,1602014399999,279000.307755,1726,276980.8,105341.9,-0.02716688
1602014400000,0.3755,0.384,0.3717,0.3835,384456.1,1602028799999,145250.759726,1090,204558.3,77496.2,0.01994681
1602028800000,0.3812,0.3979999999999999,0.3734,0.3943,616806.1,1602043199999,237675.537387,2313,270759.3,104287.2,0.02816167
1602043200000,0.3937,0.4201,0.3897,0.41,1394712.5,1602057599999,567017.9505329999,3892,766436.7,310846.9,0.0398174
1602057600000,0.412,0.4241,0.4052,0.4061,1261810.1,1602071999999,524790.4127,2341,468149.3,194777.2,-0.0095122
1602072000000,0.4065,0.419,0.3971,0.4083,1100209.6,1602086399999,448920.629405,2900,411328.8,167801.5,0.00541738
1602086400000,0.4083,0.4185,0.3998,0.4138,579538.3,1602100799999,236783.055,2345,328695.6,134510.6,0.01347049
1602100800000,0.4138,0.4447,0.4101,0.435,648298.8,1602115199999,276682.378543,1851,324946.9,139030.8,0.05123248
1602115200000,0.4368,0.447,0.4315,0.439,582970.2,1602129599999,256290.89141,1378,351971.1,154755.6,0.0091954
1602129600000,0.4384,0.4401,0.4024,0.4176,563256.0,1602143999999,235389.314196,2173,232497.3,96848.3,-0.04874715
1602144000000,0.4139,0.4245,0.407,0.4193,627336.4,1602158399999,260736.66532,1997,335762.4,139488.5,0.00407088
1602158400000,0.4177,0.4579,0.4169,0.4502,901240.3,1602172799999,401388.089362,2641,446392.6,198938.2,0.07369425
1602172800000,0.4502,0.455,0.4337,0.4427,497777.5,1602187199999,220302.614939,1857,227073.5,100245.7,-0.01665926
1602187200000,0.4438,0.48,0.4401,0.4779,704544.0,1602201599999,326377.245723,2107,349389.3,161496.0,0.07951208
1602201600000,0.4779,0.4992,0.47,0.4983,552700.9,1602215999999,267934.724728,1259,299987.1,145190.7,0.04268675
1602216000000,0.4983,0.5710000000000001,0.4873,0.5354,2323453.4,1602230399999,1201132.115824,5868,1269251.9,655805.1,0.07445314
1602230400000,0.5355,0.541,0.5037,0.5134,1434999.2,1602244799999,745470.4011060002,4294,715635.7,372302.8,-0.04109077
1602244800000,0.5134,0.5251,0.4951,0.518,1365950.7,1602259199999,696593.427382,3380,699268.4,355832.6,0.00895988
1602259200000,0.5191,0.54,0.4745,0.4924,1819258.6,1602273599999,918689.295338,6799,804947.8,409442.2,-0.04942085
1602273600000,0.4919,0.4976,0.4775,0.485,857173.2,1602287999999,418153.312377,2544,360811.4,176331.0,-0.01502843
1602288000000,0.4834,0.52,0.48,0.5125,1010739.3,1602302399999,503641.134212,3002,533662.2,266689.1,0.05670103
1602302400000,0.5127,0.5204,0.4982,0.5187,512610.4,1602316799999,260206.614506,1851,212808.0,108191.1,0.01209756
1602316800000,0.5187,0.557,0.517,0.523,1095821.2,1602331199999,585064.52435,3179,528656.0,282181.7,0.00828996
1602331200000,0.524,0.5812,0.5214,0.5571,1284917.4,1602345599999,710782.8540520002,4757,712714.6,393746.9,0.06520076
1602345600000,0.5571,0.581,0.5474,0.5759,677542.4,1602359999999,382365.273716,1561,399878.8,226122.3,0.03374619
1602360000000,0.5738,0.58,0.5335,0.5361,635816.6,1602374399999,354532.924746,2050,315848.2,176136.6,-0.06910922
1602374400000,0.5351,0.5418,0.4998,0.5123,1251987.9,1602388799999,645960.422491,4368,555242.6,287109.2,-0.0443946999999999
1602388800000,0.5122,0.5297,0.5035,0.5217,549360.1,1602403199999,284181.578546,1968,288810.2,149666.3,0.01834862
1602403200000,0.5216,0.568,0.5131,0.5502,947809.7,1602417599999,515108.18346400006,3535,460195.2,249988.2,0.0546290999999999
1602417600000,0.5505,0.5770000000000001,0.5402,0.5487,1215945.2,1602431999999,676470.537224,3822,423325.4,236538.5,-0.00272628
1602432000000,0.5489,0.56,0.5404,0.5446,597778.2,1602446399999,329590.115391,2075,331995.3,183445.7,-0.00747221
1602446400000,0.5454,0.5486,0.5325,0.5384,312416.7,1602460799999,168193.052016,936,138913.3,74841.8,-0.0113845
1602460800000,0.5387,0.5705,0.5346,0.5606,444699.6,1602475199999,246164.694754,1310,295883.9,164185.7,0.04123328
1602475200000,0.5606,0.589,0.5436,0.5791,1353240.0,1602489599999,762853.03645,5936,721636.4,408900.2,0.03300036
1602489600000,0.5788,0.6007,0.5504,0.5795,3360426.7,1602503999999,1925760.828903,11038,1523960.2,876754.9,0.00069073
1602504000000,0.5793,0.5864,0.5635,0.5703,1096885.1,1602518399999,632903.658601,4177,439294.6,254279.9,-0.01587575
1602518400000,0.5704,0.5999,0.5647,0.5864,1191469.5,1602532799999,691902.870154,4135,629928.2,367655.3,0.02823076
1602532800000,0.5858,0.604,0.5676,0.5820000000000001,3027817.2,1602547199999,1777108.904824,11535,1214164.2,714919.0,-0.00750341
1602547200000,0.583,0.6195,0.5695,0.5956,724510.4,1602561599999,429305.67879,2858,315075.8,186749.6,0.0233677
1602561600000,0.5957,0.6079,0.5706,0.5851,724768.9,1602575999999,424754.131073,2700,276014.6,161902.4,-0.01762928
1602576000000,0.583,0.62,0.5746,0.6072,1079508.6,1602590399999,645624.20155,4428,612463.5,367037.5,0.03777132
1602590400000,0.6087,0.6199,0.536,0.5846,5755524.0,1602604799999,3285525.076916,16886,2693204.6,1546646.0,-0.03722003
1602604800000,0.5825,0.5888,0.5634,0.584,584156.1,1602619199999,336735.40506900003,2298,283489.5,163437.2,-0.00102634
1602619200000,0.5841,0.5988,0.5729,0.5773,621234.6,1602633599999,363336.745873,2794,310645.2,182419.0,-0.0114726
1602633600000,0.5775,0.63,0.5715,0.5978,2545620.2,1602647999999,1523871.82947,9993,1285107.7,771971.2,0.03551013
1602648000000,0.5987,0.6,0.5857,0.5882,246664.5,1602662399999,146152.761069,924,105012.0,62250.8,-0.01605888
1602662400000,0.5886,0.5929,0.5502,0.5602,1181433.1,1602676799999,672263.787107,3954,488593.5,279570.9,-0.04760286
1602676800000,0.5592,0.5924,0.5542,0.5658,1178600.5,1602691199999,677906.736075,5424,671421.4,387246.1,0.00999643
1602691200000,0.5656,0.5719,0.5379999999999999,0.5516,587994.8,1602705599999,326401.979143,2598,312721.4,174008.4,-0.02509721
1602705600000,0.5515,0.562,0.5509,0.5579999999999999,197855.9,1602719999999,110073.929312,965,108479.2,60391.0,0.01160261
1602720000000,0.5579999999999999,0.5579999999999999,0.5248,0.5269,683860.5,1602734399999,366724.092913,1917,444064.2,238089.1,-0.05573477
1602734400000,0.5269,0.5446,0.5259,0.5381,576952.8,1602748799999,308117.167879,1284,317414.3,169391.0,0.02125641
1602748800000,0.5384,0.5391,0.5132,0.5189,954515.2,1602763199999,499076.665701,2140,401399.8,209760.7,-0.0356811
1602763200000,0.5189,0.5464,0.5081,0.5337,840863.5,1602777599999,441144.33469799993,2322,398655.5,210060.0,0.02852187
1602777600000,0.5337,0.5384,0.5242,0.5337,330608.9,1602791999999,175359.09610599998,820,135157.9,71736.6,0.0
1602792000000,0.5337,0.5368,0.5248,0.5321,245328.2,1602806399999,130465.125813,748,105306.0,55945.8,-0.00299794
1602806400000,0.5309,0.5414,0.5247,0.5367,240831.5,1602820799999,128613.018171,888,92990.7,49596.7,0.00864499
1602820800000,0.5338,0.5338,0.5081,0.5099,458303.4,1602835199999,237831.450279,2116,147748.9,76371.1,-0.04993479
1602835200000,0.5083,0.519,0.4954,0.5162,494957.9,1602849599999,250772.080664,1516,206300.2,104809.1,0.01235536
1602849600000,0.5162,0.5241,0.5103,0.5129,217834.1,1602863999999,112377.020233,986,81114.2,41842.4,-0.00639287
1602864000000,0.5145,0.517,0.505,0.5102,91132.1,1602878399999,46634.824926,382,49420.7,25285.2,-0.00526418
1602878400000,0.5104,0.5114,0.4973,0.4993,359485.2,1602892799999,180768.993744,666,144893.8,73007.1,-0.02136417
1602892800000,0.4996,0.5077,0.4891,0.5064,243903.9,1602907199999,121303.931053,860,170629.6,84887.9,0.01421991
1602907200000,0.5067,0.52,0.4993,0.5181,957920.2,1602921599999,486511.013396,1654,490916.0,249263.9,0.02310427
1602921600000,0.5171,0.5281,0.5133,0.5159,247182.3,1602935999999,128187.217659,989,85900.4,44622.3,-0.00424628
1602936000000,0.5159,0.5205,0.5035,0.5054,162900.1,1602950399999,83206.04043200001,718,56962.2,29155.7,-0.02035278
1602950400000,0.5052,0.5055,0.5008,0.5037,100721.8,1602964799999,50707.341153,345,62882.5,31672.6,-0.00336367
1602964800000,0.5032,0.506,0.4958,0.5049,178989.5,1602979199999,89441.670513,499,65509.3,32793.4,0.00238237
1602979200000,0.5051,0.5233,0.5017,0.5215,266080.7,1602993599999,137036.71265,684,162365.1,83503.3,0.0328778
1602993600000,0.5199,0.5265,0.5132,0.5249,278812.0,1603007999999,144469.974426,829,70786.9,36762.2,0.00651965
1603008000000,0.5259,0.5378,0.52,0.5361,279007.3,1603022399999,147617.84843699998,701,163719.6,86718.7,0.0213374
1603022400000,0.5367,0.598,0.5333,0.5811,1942318.1,1603036799999,1109761.528255,8462,1049987.2,597970.9,0.08393956
1603036800000,0.5811,0.5818,0.5638,0.5641,226873.4,1603051199999,129141.304673,1060,104733.1,59626.9,-0.02925486
1603051200000,0.5656,0.5766,0.5643,0.5701,160930.3,1603065599999,91837.336617,1082,101267.3,57771.8,0.01063641
1603065600000,0.5708,0.5747,0.5395,0.541,634456.1,1603079999999,350498.189356,2475,228583.3,126673.3,-0.05104368
1603080000000,0.5413,0.5589,0.5413,0.5505,347453.2,1603094399999,191690.312785,1162,247291.5,136508.7,0.01756007
1603094400000,0.5509,0.555,0.5426,0.5514,269977.5,1603108799999,147865.357031,1018,98510.9,54013.8,0.00163488
1603108800000,0.5504,0.5891,0.5466,0.5753,744058.3,1603123199999,423177.945519,2744,281403.3,160380.4,0.04334421
1603123200000,0.5741,0.5765,0.5536,0.5576,225953.0,1603137599999,126991.398145,1345,85498.7,48122.3,-0.03076656
1603137600000,0.5579,0.5599,0.5479,0.5599,179163.8,1603151999999,98871.980412,866,54066.0,29989.5,0.00412482
